10/11/2020 07:06,Samuel Pulli,"Regular Flavoured hot chocolate - Caramel - 2.60",2.60,CARD,9945867840076108
10/11/2020 07:08,Hugo Clarke,"Regular Flavoured hot chocolate - Hazelnut - 2.60",2.60,CARD,6671934731030886
10/11/2020 07:10,Alfred Sanchez," Frappes - Strawberries & Cream - 2.75,  Speciality Tea - English breakfast - 1.30",4.05,CARD,2690654311107957
10/11/2020 07:12,Florent Hubert," Cortado - 2.05, Regular Americano - 1.95,  Speciality Tea - Peppermint - 1.30",5.30,CARD,0509484544624478
10/11/2020 07:14,Milla Harju," Flavoured iced latte - Vanilla - 2.75",2.75,CASH,
10/11/2020 07:16,Chloe Johnson,"Large Flavoured hot chocolate - Vanilla - 2.90,  Flavoured iced latte - Vanilla - 2.75, Large Espresso - 1.80",7.45,CARD,6011409920583776
10/11/2020 07:18,Mary Palmer," Iced latte - 2.35,  Speciality Tea - Darjeeling - 1.30, Regular Hot chocolate - 2.20, Regular Flavoured latte - Vanilla - 2.55",8.40,CASH,
10/11/2020 07:20,Jasper King,"Large Flavoured latte - Vanilla - 2.85",2.85,CASH,
10/11/2020 07:22,Clare Timmerman,"Large Flavoured latte - Vanilla - 2.85,  Speciality Tea - Darjeeling - 1.30,  Flavoured iced latte - Vanilla - 2.75,  Speciality Tea - Earl Grey - 1.30",8.20,CASH,
10/11/2020 07:24,Carmen Hult,"Large Cappuccino - 2.45,  Speciality Tea - English breakfast - 1.30,  Flavoured iced latte - Vanilla - 2.75, Regular Flavoured latte - Gingerbread - 2.55, Regular Filter coffee - 1.50",10.55,CARD,3866998614853556
10/11/2020 07:26,Hector Fletcher," Speciality Tea - Darjeeling - 1.30",1.30,CASH,
10/11/2020 07:28,Varg Holte," Glass of milk - 0.70",.70,CARD,5102892263027839
10/11/2020 07:30,Gladys Little,"Large Flavoured latte - Caramel - 2.85,  Speciality Tea - Earl Grey - 1.30,  Flavoured iced latte - Caramel - 2.75",6.90,CARD,4347352962913360
10/11/2020 07:32,Riccardo Pierre," Smoothies - Carrot Kick - 2.00,  Cortado - 2.05,  Flavoured iced latte - Caramel - 2.75,  Smoothies - Berry Beautiful - 2.00, Large Latte - 2.45",11.25,CARD,9314846737288539
10/11/2020 07:34,Shane James,"Regular Flavoured latte - Caramel - 2.55, Large Hot chocolate - 2.90",5.45,CARD,2899760364684319
10/11/2020 07:36,Erin Larson,"Large Flavoured latte - Caramel - 2.85,  Red label tea - 1.20,  Speciality Tea - Darjeeling - 1.30,  Cortado - 2.05,  Flavoured iced latte - Vanilla - 2.75",10.15,CARD,565062079843707
10/11/2020 07:38,Emil Berger," Speciality Tea - Darjeeling - 1.30, Large Flavoured latte - Gingerbread - 2.85, Regular Flavoured hot chocolate - Caramel - 2.60,  Glass of milk - 0.70",7.45,CARD,6011062246728452
10/11/2020 07:40,Jorge Nieto," Speciality Tea - Fruit - 1.30,  Cortado - 2.05, Regular Espresso - 1.50,  Smoothies - Berry Beautiful - 2.00",6.85,CASH,
10/11/2020 07:42,Onni Moilanen," Speciality Tea - Earl Grey - 1.30, Large Cappuccino - 2.45,  Cortado - 2.05",5.80,CARD,7370999081253585
10/11/2020 07:44,Adriza Freitas,"Regular Filter coffee - 1.50,  Speciality Tea - Darjeeling - 1.30, Large Latte - 2.45",5.25,CASH,
10/11/2020 07:46,Zachary Harris," Frappes - Coffee - 2.75,  Speciality Tea - Darjeeling - 1.30,  Glass of milk - 0.70, Regular Filter coffee - 1.50,  Smoothies - Carrot Kick - 2.00",8.25,CARD,4804518005310629
10/11/2020 07:48,Alisa Lehtinen," Speciality Tea - Fruit - 1.30,  Hot chocolate - 1.40,  Mocha - 2.30, Large Chai latte - 2.60",7.60,CASH,
10/11/2020 07:50,Derrick Newman,"Large Flavoured latte - Gingerbread - 2.85",2.85,CASH,
