11/11/2020 07:02,Hereford,Edna Rogers," Frappes - Coffee - 2.75, Regular Hot chocolate - 2.20, Regular Cappuccino - 2.15",7.10,CARD,949731571272486
11/11/2020 07:03,Hereford,Jeffrey Day," Smoothies - Carrot Kick - 2.00, Regular Flavoured hot chocolate - Caramel - 2.60,  Flat white - 2.15,  Hot chocolate - 1.40, Regular Flavoured hot chocolate - Vanilla - 2.60",10.75,CARD,6011816651205720
11/11/2020 07:04,Hereford,Marta Arias," Frappes - Coffee - 2.75,  Flavoured iced latte - Vanilla - 2.75, Regular Espresso - 1.50, Regular Hot chocolate - 2.20,  Flat white - 2.15",11.35,CARD,6011332649298112
11/11/2020 07:05,Hereford,Frederik Streit,"Large Flavoured latte - Vanilla - 2.85,  Flavoured iced latte - Hazelnut - 2.75,  Red label tea - 1.20",6.80,CASH,
11/11/2020 07:06,Hereford,Elizabeth Chow," Flavoured iced latte - Caramel - 2.75, Regular Cappuccino - 2.15,  Speciality Tea - Earl Grey - 1.30,  Smoothies - Berry Beautiful - 2.00",8.20,CARD,58241041207065439
11/11/2020 07:08,Hereford,Janin Reinhardt,"Regular Flavoured latte - Gingerbread - 2.55,  Iced latte - 2.35",4.90,CASH,
11/11/2020 07:09,Hereford,Derci Vieira," Iced americano - 2.15, Large Cappuccino - 2.45, Regular Flavoured latte - Gingerbread - 2.55",7.15,CASH,
11/11/2020 07:10,Hereford,Rebecca Warren,"Regular Chai latte - 2.30,  Cortado - 2.05",4.35,CARD,2473609106074907
11/11/2020 07:11,Hereford,Melodie Roy," Speciality Tea - Green - 1.30, Large Flavoured latte - Gingerbread - 2.85, Large Chai latte - 2.60,  Smoothies - Berry Beautiful - 2.00, Large Espresso - 1.80",10.55,CARD,7992608695735108
11/11/2020 07:12,Hereford,Alfredo Mendez," Speciality Tea - Fruit - 1.30,  Frappes - Strawberries & Cream - 2.75",4.05,CARD,6104431870817
11/11/2020 07:14,Hereford,Mila Semb,"Large Flavoured latte - Vanilla - 2.85, Regular Cappuccino - 2.15,  Speciality Tea - Peppermint - 1.30",6.30,CARD,6768509219203
11/11/2020 07:15,Hereford,Samantha Walker,"Regular Americano - 1.95,  Mocha - 2.30, Regular Hot chocolate - 2.20,  Speciality Tea - Fruit - 1.30,  Speciality Tea - English breakfast - 1.30",9.05,CARD,4818537800807
11/11/2020 07:16,Hereford,Vincent Gill," Smoothies - Glowing Greens - 2.00,  Frappes - Coffee - 2.75,  Mocha - 2.30",7.05,CARD,82925431486392527
11/11/2020 07:17,Hereford,Lucien Fournier," Flat white - 2.15,  Speciality Tea - Camomile - 1.30",3.45,CASH,
11/11/2020 07:18,Hereford,Bently Harris,"Large Flavoured latte - Gingerbread - 2.85,  Speciality Tea - Green - 1.30,  Flat white - 2.15,  Glass of milk - 0.70",7.00,CARD,0560082861206149
11/11/2020 07:20,Hereford,Rebecca Richardson,"Large Flavoured latte - Caramel - 2.85",2.85,CASH,
11/11/2020 07:21,Hereford,Allan Caldwell," Smoothies - Berry Beautiful - 2.00,  Red label tea - 1.20,  Speciality Tea - Earl Grey - 1.30,  Mocha - 2.30,  Smoothies - Berry Beautiful - 2.00",8.80,CASH,
11/11/2020 07:22,Hereford,Christian Christiansen," Glass of milk - 0.70,  Hot chocolate - 1.40,  Speciality Tea - Fruit - 1.30, Regular Hot chocolate - 2.20, Regular Flavoured hot chocolate - Caramel - 2.60",8.20,CARD,7272328723885475
11/11/2020 07:23,Hereford,Patrik Ovesen," Speciality Tea - Peppermint - 1.30,  Smoothies - Carrot Kick - 2.00, Large Americano - 2.25,  Speciality Tea - English breakfast - 1.30",6.85,CARD,696477368826728
11/11/2020 07:24,Hereford,Victoria Andersen," Flavoured iced latte - Hazelnut - 2.75,  Babyccino - 0.00,  Flat white - 2.15,  Smoothies - Berry Beautiful - 2.00",6.90,CARD,073304867828296
11/11/2020 07:26,Hereford,Phoenix Anderson," Speciality Tea - English breakfast - 1.30,  Frappes - Strawberries & Cream - 2.75,  Cortado - 2.05",6.10,CASH,
11/11/2020 07:27,Hereford,Alfred Vidal,"Large Flavoured latte - Gingerbread - 2.85, Large Flavoured latte - Vanilla - 2.85,  Cortado - 2.05, Regular Flavoured latte - Caramel - 2.55",10.30,CASH,
