10/11/2020 08:01,Yasemin Balaban," Speciality Tea - English breakfast - 1.30,  Flavoured iced latte - Caramel - 2.75,  Iced latte - 2.35,  Iced latte - 2.35, Regular Chai latte - 2.30",11.05,CASH,
10/11/2020 08:01,Carlos Welch," Flavoured iced latte - Caramel - 2.75, Large Flavoured hot chocolate - Hazelnut - 2.90, Regular Hot chocolate - 2.20, Large Flavoured latte - Gingerbread - 2.85,  Speciality Tea - Camomile - 1.30",12.00,CASH,
10/11/2020 08:02,Hunter Wright," Smoothies - Glowing Greens - 2.00, Large Americano - 2.25,  Cortado - 2.05, Regular Flavoured hot chocolate - Hazelnut - 2.60",8.90,CASH,
10/11/2020 08:03,Danny Drageset," Speciality Tea - Fruit - 1.30",1.30,CARD,869280982026142
10/11/2020 08:04,Rosaria Rousseau,"Regular Flavoured latte - Vanilla - 2.55,  Speciality Tea - Green - 1.30",3.85,CASH,
10/11/2020 08:05,Asuman Hammink," Speciality Tea - Earl Grey - 1.30,  Flavoured iced latte - Hazelnut - 2.75,  Flavoured iced latte - Hazelnut - 2.75",6.80,CASH,
10/11/2020 08:06,Aada Maunu," Flat white - 2.15,  Frappes - Strawberries & Cream - 2.75, Large Cappuccino - 2.45",7.35,CARD,632333763615230
10/11/2020 08:07,Marius Larsen,"Regular Luxury hot chocolate - 2.40",2.40,CASH,
10/11/2020 08:08,Zara Wood," Frappes - Chocolate Cookie - 2.75,  Babyccino - 0.00,  Mocha - 2.30, Regular Americano - 1.95",7.00,CASH,
10/11/2020 08:09,Salustiniano Ferreira," Smoothies - Berry Beautiful - 2.00",2.00,CARD,6011167532136438
10/11/2020 08:10,Kasper Johansen," Mocha - 2.30,  Speciality Tea - Darjeeling - 1.30, Large Flavoured latte - Caramel - 2.85",6.45,CASH,
10/11/2020 08:11,Melissa Reed," Mocha - 2.30",2.30,CASH,
10/11/2020 08:12,Richard Carroll," Frappes - Strawberries & Cream - 2.75, Large Hot chocolate - 2.90",5.65,CARD,3768725870334
10/11/2020 08:13,Jeffery Cooper," Iced americano - 2.15, Large Flavoured latte - Caramel - 2.85,  Iced americano - 2.15",7.15,CARD,8533368054365965
10/11/2020 08:13,William Johnson,"Regular Filter coffee - 1.50,  Flavoured iced latte - Caramel - 2.75,  Glass of milk - 0.70,  Mocha - 2.30,  Smoothies - Glowing Greens - 2.00",9.25,CARD,6011402968963731
10/11/2020 08:14,Irene Henry,"Regular Flavoured hot chocolate - Hazelnut - 2.60, Large Flavoured hot chocolate - Vanilla - 2.90, Regular Flavoured latte - Vanilla - 2.55, Large Filter coffee - 1.80, Large Flavoured latte - Vanilla - 2.85",12.70,CARD,2703804999272255
10/11/2020 08:15,Zoe Holmes,"Large Filter coffee - 1.80, Large Chai latte - 2.60, Regular Flavoured latte - Hazelnut - 2.55,  Frappes - Coffee - 2.75,  Frappes - Strawberries & Cream - 2.75",12.45,CASH,
10/11/2020 08:16,Zachary Novak," Red label tea - 1.20, Large Latte - 2.45,  Cortado - 2.05,  Flavoured iced latte - Caramel - 2.75, Regular Flavoured hot chocolate - Caramel - 2.60",11.05,CARD,9927570952499986
10/11/2020 08:17,Almirodo Teixeira," Iced americano - 2.15",2.15,CARD,1055807712834
10/11/2020 08:18,Ernst Faber,"Regular Flavoured latte - Hazelnut - 2.55",2.55,CARD,143215507907015
10/11/2020 08:19,Sue Horton,"Regular Flavoured hot chocolate - Hazelnut - 2.60,  Smoothies - Carrot Kick - 2.00,  Speciality Tea - Earl Grey - 1.30",5.90,CASH,
10/11/2020 08:20,Malou Johansen,"Large Latte - 2.45",2.45,CASH,
10/11/2020 08:21,Tobias Hansen," Speciality Tea - Camomile - 1.30,  Flavoured iced latte - Caramel - 2.75",4.05,CARD,341722904214776
10/11/2020 08:22,Cecilia Pieterman," Smoothies - Berry Beautiful - 2.00",2.00,CARD,4850061170400084
10/11/2020 08:23,Ece Orbay," Frappes - Strawberries & Cream - 2.75, Regular Latte - 2.15,  Speciality Tea - Green - 1.30,  Cortado - 2.05,  Speciality Tea - Green - 1.30",9.55,CARD,336033335611158
10/11/2020 08:24,Ege Fahri," Speciality Tea - Camomile - 1.30,  Smoothies - Glowing Greens - 2.00,  Speciality Tea - Camomile - 1.30, Regular Flavoured hot chocolate - Caramel - 2.60",7.20,CARD,004702912119130
