05/11/2020 08:14,Chesterfield,Elaine Price," Flat white - 2.15, Large Filter coffee - 1.80",3.95,CARD,6011256329859997
05/11/2020 08:15,Chesterfield,Edward Littlefield," Iced americano - 2.15, Regular Filter coffee - 1.50",3.65,CASH,
05/11/2020 08:17,Chesterfield,Mary Dudley,"Large Flavoured latte - Caramel - 2.85, Large Flavoured latte - Caramel - 2.85",5.70,CARD,6011812977218538
05/11/2020 08:19,Chesterfield,Scott Dekany,"Large Chai latte - 2.60,  Flavoured iced latte - Caramel - 2.75,  Babyccino - 0.00,  Speciality Tea - English breakfast - 1.30",6.65,CASH,
05/11/2020 08:21,Chesterfield,Marian Edwards," Speciality Tea - Earl Grey - 1.30, Large Flavoured latte - Caramel - 2.85,  Babyccino - 0.00, Regular Cappuccino - 2.15",6.30,CARD,5494982454921637
05/11/2020 08:22,Chesterfield,James Mcguire, Babyccino - 0.00,0.00,CARD,5468648462257783
05/11/2020 08:24,Chesterfield,Lisa Jones," Flavoured iced latte - Hazelnut - 2.75, Regular Espresso - 1.50,  Smoothies - Glowing Greens - 2.00,  Flavoured iced latte - Hazelnut - 2.75",9.00,CASH,
05/11/2020 08:26,Chesterfield,Edna Lee,Large Hot chocolate - 2.90,2.90,CARD,4249862393146
05/11/2020 08:28,Chesterfield,Andrew Davis," Flavoured iced latte - Hazelnut - 2.75, Large Chai latte - 2.60",5.35,CARD,4933416695946
05/11/2020 08:29,Chesterfield,Gerry Bradstreet,"Large Americano - 2.25,  Frappes - Coffee - 2.75,  Mocha - 2.30,  Speciality Tea - Fruit - 1.30",8.60,CARD,344824586248419
05/11/2020 08:31,Chesterfield,Jacqueline Smith,"Large Americano - 2.25,  Flavoured iced latte - Hazelnut - 2.75,  Speciality Tea - Darjeeling - 1.30, Large Flavoured hot chocolate - Hazelnut - 2.90, Regular Flavoured latte - Hazelnut - 2.55",11.75,CARD,4842787838347645
05/11/2020 08:33,Chesterfield,Richard Cook," Speciality Tea - Camomile - 1.30,  Frappes - Strawberries & Cream - 2.75,  Cortado - 2.05, Large Chai latte - 2.60",8.70,CARD,4915391315824978
05/11/2020 08:35,Chesterfield,Pamela Hoffman,"Regular Americano - 1.95,  Flavoured iced latte - Hazelnut - 2.75,  Smoothies - Glowing Greens - 2.00,  Glass of milk - 0.70",7.40,CARD,54354337565653110
05/11/2020 08:36,Chesterfield,Mary Williams," Iced latte - 2.35,  Flat white - 2.15,  Iced americano - 2.15",6.65,CARD,5559131131227214
05/11/2020 08:38,Chesterfield,George Mckee," Hot Chocolate - 1.40, Large Latte - 2.45,  Flat white - 2.15, Large Chai latte - 2.60,  Flavoured iced latte - Hazelnut - 2.75",11.35,CARD,4753488882531
05/11/2020 08:40,Chesterfield,Joshua Rose, Speciality Tea - Green - 1.30,1.30,CARD,376629585245659
05/11/2020 08:42,Chesterfield,John Haney," Frappes - Coffee - 2.75,  Mocha - 2.30,  Flat white - 2.15",7.20,CASH,
05/11/2020 08:43,Chesterfield,Robert Mcmahon," Glass of milk - 0.70,  Speciality Tea - Peppermint - 1.30,  Flat white - 2.15,  Speciality Tea - Peppermint - 1.30,  Flavoured iced latte - Hazelnut - 2.75",8.20,CARD,4652325293755
05/11/2020 08:45,Chesterfield,Mark Mclean," Flavoured iced latte - Vanilla - 2.75,  Cortado - 2.05,  Glass of milk - 0.70, Large Cappuccino - 2.45",7.95,CASH,
05/11/2020 08:47,Chesterfield,Anita Wallach," Frappes - Strawberries & Cream - 2.75,  Mocha - 2.30,  Frappes - Coffee - 2.75,  Flavoured iced latte - Caramel - 2.75,  Cortado - 2.05",12.60,CARD,5527942969637434
05/11/2020 08:49,Chesterfield,Pauline Mouton, Speciality Tea - Earl Grey - 1.30,1.30,CASH,
05/11/2020 08:50,Chesterfield,James Luallen," Glass of milk - 0.70,  Hot Chocolate - 1.40, Large Hot chocolate - 2.90, Large Flavoured latte - Vanilla - 2.85",7.85,CARD,6011881695259447
05/11/2020 08:52,Chesterfield,Maurice Brumit,"Large Luxury hot chocolate - 2.70, Large Flavoured latte - Gingerbread - 2.85,  Speciality Tea - Green - 1.30,  Flavoured iced latte - Vanilla - 2.75",9.60,CARD,372695861946223
